parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc
CHL_A_COR,CHL526-24 ,,,526-24,150,EPI,2024-06-19,12:23:00 PM,0,2.41,,ug/L,42.95,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL527-24 ,,,527-24,150,EPI,2024-06-19,12:23:00 PM,0,2.41,,ug/L,40.15,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL532-24 ,,,532-24,121,EPI,2024-06-19,1:46:00 PM,0,2.54,,ug/L,17.20,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL533-24 ,,,533-24,121,EPI,2024-06-19,1:46:00 PM,0,2.54,,ug/L,17.50,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL551-24 ,,,551-24,074,EPI,2024-06-20,8:02:00 AM,0,2.50,,ug/L,14.75,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL552-24 ,,,552-24,074,EPI,2024-06-20,8:02:00 AM,0,2.50,,ug/L,15.50,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL563-24 ,,,563-24,081,EPI,2024-06-20,9:04:00 AM,0,3.94,,ug/L,11.51,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL564-24 ,,,564-24,081,EPI,2024-06-20,9:04:00 AM,0,3.94,,ug/L,12.09,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL557-24 ,,,557-24,317,EPI,2024-06-20,10:33:00 AM,0,1.40,,ug/L,36.38,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL558-24 ,,,558-24,317,EPI,2024-06-20,10:33:00 AM,0,1.40,,ug/L,33.57,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL457-24 ,,,457-24,078,EPI,2024-06-20,11:39:00 AM,0,3.26,,ug/L,12.58,,,Hamilton_City,Hamilton City 1,
CHL_A_COR,CHL458-24 ,,,458-24,078,EPI,2024-06-20,11:39:00 AM,0,3.26,,ug/L,13.31,,,Hamilton_City,Hamilton City 1,
CHL_A_COR,CHL569-24 ,,,569-24,192,EPI,2024-06-20,2:02:00 PM,0,1.03,,ug/L,7.36,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL570-24 ,,,570-24,192,EPI,2024-06-20,2:02:00 PM,0,1.03,,ug/L,6.91,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL575-24 ,,,575-24,087,EPI,2024-06-20,3:12:00 PM,0,2.88,,ug/L,5.13,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL576-24 ,,,576-24,087,EPI,2024-06-20,3:12:00 PM,0,2.88,,ug/L,5.09,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL631-24 ,,,631-24,011,EPI,2024-06-21,10:45:00 AM,0,2.25,,ug/L,4.42,,,Peaceful_Valley,Peaceful Valley 1,
CHL_A_COR,CHL632-24 ,,,632-24,011,EPI,2024-06-21,10:45:00 AM,0,2.25,,ug/L,4.26,,,Peaceful_Valley,Peaceful Valley 1,
CHL_A_COR,CHL637-24 ,,,637-24,120,EPI,2024-06-21,11:10:00 AM,0,1.53,,ug/L,15.65,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL638-24 ,,,638-24,120,EPI,2024-06-21,11:10:00 AM,0,1.53,,ug/L,15.54,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL487-24 ,,,487-24,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,21.23,,,Macon,Macon 1,
CHL_A_COR,CHL488-24 ,,,488-24,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,22.71,,,Macon,Macon 1,
CHL_A_COR,CHL477-24 ,,,477-24,115,EPI,2024-06-24,11:15:00 AM,0,2.02,,ug/L,8.38,,,Hunnewell,Hunnewell 1,
CHL_A_COR,CHL478-24 ,,,478-24,115,EPI,2024-06-24,11:15:00 AM,0,2.02,,ug/L,8.81,,,Hunnewell,Hunnewell 1,
CHL_A_COR,CHL549-24 ,,,549-24,272,EPI,2024-06-24,12:54:00 PM,0,0.00,,ug/L,74.12,,,Perry,Perry 1,
CHL_A_COR,CHL492-24 ,,,492-24,272,EPI,2024-06-24,12:54:00 PM,0,0.00,,ug/L,68.26,,,Perry,Perry 1,
CHL_A_COR,CHL471-24 ,,,471-24,003,EPI,2024-06-24,2:41:00 PM,0,1.26,,ug/L,3.47,,,Bowling_Green_East,Bowling Green (East) 1,
CHL_A_COR,CHL472-24 ,,,472-24,003,EPI,2024-06-24,2:41:00 PM,0,1.26,,ug/L,3.79,,,Bowling_Green_East,Bowling Green (East) 1,
CHL_A_COR,CHL465-24 ,,,465-24,005,EPI,2024-06-24,4:18:00 PM,0,1.42,,ug/L,1.61,,,Lincoln,Lincoln 1,
CHL_A_COR,CHL466-24 ,,,466-24,005,EPI,2024-06-24,4:18:00 PM,0,1.42,,ug/L,1.51,,,Lincoln,Lincoln 1,
CHL_A_COR,CHL481-24 ,,,481-24,197,EPI,2024-06-24,5:55:00 PM,0,0.00,,ug/L,9.48,,,Prairie,Prairie 1,
CHL_A_COR,CHL482-24 ,,,482-24,197,EPI,2024-06-24,5:55:00 PM,0,0.00,,ug/L,9.10,,,Prairie,Prairie 1,
CHL_A_COR,CHL580-24 ,,,580-24,401,EPI,2024-06-24,12:00:00 AM,0,0.00,,ug/L,0.00,,,Field_Blank,Field Blank,Below detection limit
CHL_A_COR,CHL581-24 ,,,581-24,401,EPI,2024-06-24,12:00:00 AM,0,0.00,,ug/L,0.00,,,Field_Blank,Field Blank,Below detection limit
CHL_A_COR,CHL610-24 ,,,610-24,454,EPI,2024-06-25,7:32:00 AM,0,0.58,,ug/L,20.40,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
CHL_A_COR,CHL611-24 ,,,611-24,454,EPI,2024-06-25,7:32:00 AM,0,0.58,,ug/L,18.66,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
CHL_A_COR,CHL592-24 ,,,592-24,014,EPI,2024-06-25,8:53:00 AM,0,2.26,,ug/L,1.57,,,Tishomingo,Tishomingo 1,
CHL_A_COR,CHL593-24 ,,,593-24,014,EPI,2024-06-25,8:53:00 AM,0,2.26,,ug/L,1.41,,,Tishomingo,Tishomingo 1,
CHL_A_COR,CHL604-24 ,,,604-24,021,EPI,2024-06-25,11:03:00 AM,0,3.02,,ug/L,0.99,,,Goose_Creek,Goose Creek 1,
CHL_A_COR,CHL605-24 ,,,605-24,021,EPI,2024-06-25,11:03:00 AM,0,3.02,,ug/L,1.07,,,Goose_Creek,Goose Creek 1,
CHL_A_COR,CHL586-24 ,,,586-24,018,EPI,2024-06-25,1:52:00 PM,0,3.75,,ug/L,0.74,,,Capri,Capri 1,
CHL_A_COR,CHL587-24 ,,,587-24,018,EPI,2024-06-25,1:52:00 PM,0,3.75,,ug/L,0.80,,,Capri,Capri 1,
CHL_A_COR,CHL598-24 ,,,598-24,112,EPI,2024-06-25,2:57:00 PM,0,2.79,,ug/L,0.50,,,Shayne,Shayne 1,
CHL_A_COR,CHL599-24 ,,,599-24,112,EPI,2024-06-25,2:57:00 PM,0,2.79,,ug/L,0.52,,,Shayne,Shayne 1,
CHL_A_COR,CHL620-24 ,,,620-24,186,EPI,2024-06-25,4:21:00 PM,0,2.09,,ug/L,136.43,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL617-24 ,,,617-24,186,EPI,2024-06-25,4:21:00 PM,0,2.09,,ug/L,133.41,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL655-24 ,,,655-24,036,EPI,2024-06-26,9:37:00 AM,0,3.08,,ug/L,5.59,,,Clearwater,Clearwater 1,
CHL_A_COR,CHL656-24 ,,,656-24,036,EPI,2024-06-26,9:37:00 AM,0,3.08,,ug/L,5.14,,,Clearwater,Clearwater 1,
CHL_A_COR,CHL643-24 ,,,643-24,039,EPI,2024-06-26,1:19:00 PM,0,2.74,,ug/L,1.24,,,Council_Bluff,Council Bluff 1,
CHL_A_COR,CHL644-24 ,,,644-24,039,EPI,2024-06-26,1:19:00 PM,0,2.74,,ug/L,1.38,,,Council_Bluff,Council Bluff 1,
CHL_A_COR,CHL649-24 ,,,649-24,110,EPI,2024-06-26,4:07:00 PM,0,1.56,,ug/L,5.62,,,Little_Prairie,Little Prairie 1,
CHL_A_COR,CHL650-24 ,,,650-24,110,EPI,2024-06-26,4:07:00 PM,0,1.56,,ug/L,5.04,,,Little_Prairie,Little Prairie 1,
CHL_A_COR,CHL674-24 ,,,674-24,411,EPI,2024-06-28,2:41:00 PM,0,1.30,,ug/L,57.92,,,Cedar,Cedar 1,
CHL_A_COR,CHL675-24 ,,,675-24,411,EPI,2024-06-28,2:41:00 PM,0,1.30,,ug/L,58.57,,,Cedar,Cedar 1,
CHL_A_COR,CHL678-24 ,,,678-24,030,EPI,2024-06-28,2:40:00 PM,0,0.00,,ug/L,29.03,,,Wappapello,Wappapello 1,
CHL_A_COR,CHL679-24 ,,,679-24,030,EPI,2024-06-28,2:40:00 PM,0,0.00,,ug/L,32.15,,,Wappapello,Wappapello 1,
CHL_A_COR,CHL623-24 ,,,623-24,088,EPI,2024-06-28,11:10:00 AM,0,1.50,,ug/L,16.57,,,Marceline_South,Marceline (South) 1,
CHL_A_COR,CHL624-24 ,,,624-24,088,EPI,2024-06-28,11:10:00 AM,0,1.50,,ug/L,17.93,,,Marceline_South,Marceline (South) 1,
CHL_A_COR,CHL703-24 ,,,703-24,117,EPI,2024-06-27,5:26:00 PM,0,2.30,,ug/L,30.75,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL704-24 ,,,704-24,117,EPI,2024-06-27,5:26:00 PM,0,2.30,,ug/L,31.60,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL697-24 ,,,697-24,274,EPI,2024-06-27,3:13:00 PM,0,3.30,,ug/L,0.87,,,Alpine,Alpine 1,
CHL_A_COR,CHL698-24 ,,,698-24,274,EPI,2024-06-27,3:13:00 PM,0,3.30,,ug/L,1.00,,,Alpine,Alpine 1,
CHL_A_COR,CHL709-24 ,,,709-24,092,EPI,2024-06-27,10:50:00 AM,0,4.04,,ug/L,8.80,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL710-24 ,,,710-24,092,EPI,2024-06-27,10:50:00 AM,0,4.04,,ug/L,8.67,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL667-24 ,,,667-24,098,EPI,2024-06-27,7:45:00 AM,0,4.50,,ug/L,3.67,,,Table_Rock,Table Rock 1,
CHL_A_COR,CHL668-24 ,,,668-24,098,EPI,2024-06-27,7:45:00 AM,0,4.50,,ug/L,3.59,,,Table_Rock,Table Rock 1,
CHL_A_COR,CHL661-24 ,,,661-24,098-AX,EPI,2024-06-27,6:50:00 AM,0,4.10,,ug/L,2.71,,,Table_Rock,Auxiliary dam,
CHL_A_COR,CHL662-24 ,,,662-24,098-AX,EPI,2024-06-27,6:50:00 AM,0,4.10,,ug/L,2.81,,,Table_Rock,Auxiliary dam,
CHL_A_COR,CHL285-24 ,,,285-24,186,EPI,2024-06-06,4:30:00 PM,0,2.25,,ug/L,53.02,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL286-24 ,,,286-24,186,EPI,2024-06-06,4:30:00 PM,0,2.25,,ug/L,57.56,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL727-24 ,,,727-24,134,EPI,2024-07-08,11:20:00 AM,0,0.00,,ug/L,125.73,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL728-24 ,,,728-24,134,EPI,2024-07-08,11:20:00 AM,0,0.00,,ug/L,133.82,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL731-24 ,,,731-24,228,EPI,2024-07-08,12:02:00 PM,0,0.00,,ug/L,98.49,,,Jamesport_Community,Jamesport Community 1,
CHL_A_COR,CHL732-24 ,,,732-24,228,EPI,2024-07-08,12:02:00 PM,0,0.00,,ug/L,94.47,,,Jamesport_Community,Jamesport Community 1,
CHL_A_COR,CHL735-24 ,,,735-24,163,EPI,2024-07-08,1:35:00 PM,0,0.00,,ug/L,29.97,,,King,King 1,
CHL_A_COR,CHL736-24 ,,,736-24,163,EPI,2024-07-08,1:35:00 PM,0,0.00,,ug/L,27.80,,,King,King 1,
CHL_A_COR,CHL723-24 ,,,723-24,195,EPI,2024-07-08,2:29:00 PM,0,0.00,,ug/L,59.64,,,Limpp,Limpp 1,
CHL_A_COR,CHL724-24 ,,,724-24,195,EPI,2024-07-08,2:29:00 PM,0,0.00,,ug/L,61.26,,,Limpp,Limpp 1,
CHL_A_COR,CHL719-24 ,,,719-24,224,EPI,2024-07-08,3:24:00 PM,0,0.00,,ug/L,20.72,,,Happy_Holler,Happy Holler 1,
CHL_A_COR,CHL720-24 ,,,720-24,224,EPI,2024-07-08,3:24:00 PM,0,0.00,,ug/L,21.96,,,Happy_Holler,Happy Holler 1,
CHL_A_COR,CHL715-24 ,,,715-24,180,EPI,2024-07-08,5:07:00 PM,0,0.75,,ug/L,24.98,,,Bilby_Ranch,Bilby Ranch 1,
CHL_A_COR,CHL716-24 ,,,716-24,180,EPI,2024-07-08,5:07:00 PM,0,0.75,,ug/L,24.72,,,Bilby_Ranch,Bilby Ranch 1,
CHL_A_COR,CHL747-24 ,,,747-24,179,EPI,2024-07-09,6:55:00 AM,0,1.00,,ug/L,22.47,,,Nodaway_County,Nodaway County 1,
CHL_A_COR,CHL748-24 ,,,748-24,179,EPI,2024-07-09,6:55:00 AM,0,1.00,,ug/L,21.82,,,Nodaway_County,Nodaway County 1,
CHL_A_COR,CHL741-24 ,,,741-24,181,EPI,2024-07-09,8:05:00 AM,0,2.16,,ug/L,8.16,,,Mozingo,Mozingo 1,
CHL_A_COR,CHL742-24 ,,,742-24,181,EPI,2024-07-09,8:05:00 AM,0,2.16,,ug/L,9.02,,,Mozingo,Mozingo 1,
CHL_A_COR,CHL753-24 ,,,753-24,185,EPI,2024-07-09,10:15:00 AM,0,1.25,,ug/L,45.39,,,Harrison_County,Harrison County 1,
CHL_A_COR,CHL754-24 ,,,754-24,185,EPI,2024-07-09,10:15:00 AM,0,1.25,,ug/L,44.22,,,Harrison_County,Harrison County 1,
CHL_A_COR,CHL692-24 ,,,692-24,072,EPI,2024-07-09,12:07:00 PM,0,2.50,,ug/L,18.95,,,Smithville,Smithville 1,
CHL_A_COR,CHL693-24 ,,,693-24,072,EPI,2024-07-09,12:07:00 PM,0,2.50,,ug/L,19.03,,,Smithville,Smithville 1,
CHL_A_COR,CHL759-24 ,,,759-24,164,EPI,2024-07-09,12:39:00 PM,0,0.60,,ug/L,32.05,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL760-24 ,,,760-24,164,EPI,2024-07-09,12:39:00 PM,0,0.60,,ug/L,34.84,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL763-24 ,,,763-24,237,EPI,2024-07-09,1:30:00 PM,0,0.00,,ug/L,25.11,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL764-24 ,,,764-24,237,EPI,2024-07-09,1:30:00 PM,0,0.00,,ug/L,25.65,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL792-24 ,,,792-24,133,EPI,2024-07-10,7:30:00 AM,0,2.63,,ug/L,4.08,,,Forest,Forest 1,
CHL_A_COR,CHL793-24 ,,,793-24,133,EPI,2024-07-10,7:30:00 AM,0,2.63,,ug/L,4.44,,,Forest,Forest 1,
CHL_A_COR,CHL804-24 ,,,804-24,133-FD,EPI,2024-07-10,7:30:00 AM,0,2.63,,ug/L,4.27,,,Forest,Forest 1,
CHL_A_COR,CHL805-24 ,,,805-24,133-FD,EPI,2024-07-10,7:30:00 AM,0,2.63,,ug/L,4.28,,,Forest,Forest 1,
CHL_A_COR,CHL822-24 ,,,822-24,053,EPI,2024-07-10,9:57:00 AM,0,0.98,,ug/L,56.43,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL823-24 ,,,823-24,053,EPI,2024-07-10,9:57:00 AM,0,0.98,,ug/L,60.04,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL828-24 ,,,828-24,149,EPI,2024-07-10,10:43:00 AM,0,15.00,,ug/L,13.09,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
CHL_A_COR,CHL829-24 ,,,829-24,149,EPI,2024-07-10,10:43:00 AM,0,15.00,,ug/L,13.01,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
CHL_A_COR,CHL798-24 ,,,798-24,182,EPI,2024-07-10,11:19:00 AM,0,1.68,,ug/L,8.60,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL799-24 ,,,799-24,182,EPI,2024-07-10,11:19:00 AM,0,1.68,,ug/L,9.63,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL786-24 ,,,786-24,057,EPI,2024-07-10,1:15:00 PM,0,1.16,,ug/L,6.82,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL787-24 ,,,787-24,057,EPI,2024-07-10,1:15:00 PM,0,1.16,,ug/L,6.82,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL810-24 ,,,810-24,114,EPI,2024-07-10,2:45:00 PM,0,1.75,,ug/L,23.6,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL811-24 ,,,811-24,114,EPI,2024-07-10,2:45:00 PM,0,1.75,,ug/L,24.69,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL816-24 ,,,816-24,048,EPI,2024-07-10,4:26:00 PM,0,2.35,,ug/L,20.02,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL817-24 ,,,817-24,048,EPI,2024-07-10,4:26:00 PM,0,2.35,,ug/L,20.56,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL834-24 ,,,834-24,089,EPI,2024-07-10,4:43:00 PM,0,0.00,,ug/L,11.79,,,Truman,Truman 1,
CHL_A_COR,CHL835-24 ,,,835-24,089,EPI,2024-07-10,4:43:00 PM,0,0.00,,ug/L,12.29,,,Truman,Truman 1,
CHL_A_COR,CHL840-24 ,,,840-24,011,EPI,2024-07-11,10:13:00 AM,0,1.75,,ug/L,8.63,,,Peaceful_Valley,Peaceful Valley 1,
CHL_A_COR,CHL841-24 ,,,841-24,011,EPI,2024-07-11,10:13:00 AM,0,1.75,,ug/L,8.73,,,Peaceful_Valley,Peaceful Valley 1,
CHL_A_COR,CHL846-24 ,,,846-24,139,EPI,2024-07-11,11:34:00 AM,0,0.00,,ug/L,23.98,,,Marceline_North,Marceline (North) 1,
CHL_A_COR,CHL847-24 ,,,847-24,139,EPI,2024-07-11,11:34:00 AM,0,0.00,,ug/L,22.22,,,Marceline_North,Marceline (North) 1,
CHL_A_COR,CHL852-24 ,,,852-24,411,EPI,2024-07-12,8:26:00 AM,0,1.15,,ug/L,101.77,,,Cedar,Cedar 1,
CHL_A_COR,CHL853-24 ,,,853-24,411,EPI,2024-07-12,8:26:00 AM,0,1.15,,ug/L,92.13,,,Cedar,Cedar 1,
CHL_A_COR,CHL864-24 ,,,864-24,219,EPI,2024-07-12,9:58:00 AM,0,0.00,,ug/L,45.23,,,Dairy_1,Dairy 1 1,
CHL_A_COR,CHL865-24 ,,,865-24,219,EPI,2024-07-12,9:58:00 AM,0,0.00,,ug/L,47.05,,,Dairy_1,Dairy 1 1,
CHL_A_COR,CHL858-24 ,,,858-24,440,EPI,2024-07-12,11:40:00 AM,0,0.00,,ug/L,10.54,,,Crow_Pond,Crow Pond 1,
CHL_A_COR,CHL859-24 ,,,859-24,440,EPI,2024-07-12,11:40:00 AM,0,0.00,,ug/L,10.31,,,Crow_Pond,Crow Pond 1,
CHL_A_COR,CHL781-24 ,,,781-24,184,EPI,2024-07-15,10:12:00 AM,0,0.50,,ug/L,29.78,,,Manito,Manito 1,
CHL_A_COR,CHL782-24 ,,,782-24,184,EPI,2024-07-15,10:12:00 AM,0,0.50,,ug/L,28.86,,,Manito,Manito 1,
CHL_A_COR,CHL969-24 ,,,969-24,145,EPI,2024-07-15,11:40:00 AM,0,4.49,,ug/L,17.07,,,Mark_Twain,Mark Twain 1,
CHL_A_COR,CHL970-24 ,,,970-24,145,EPI,2024-07-15,11:40:00 AM,0,4.49,,ug/L,15.69,,,Mark_Twain,Mark Twain 1,
CHL_A_COR,CHL775-24 ,,,775-24,092,EPI,2024-07-15,12:52:00 PM,0,6.28,,ug/L,11.51,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL776-24 ,,,776-24,092,EPI,2024-07-15,12:52:00 PM,0,6.28,,ug/L,11.45,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL769-24 ,,,769-24,096,EPI,2024-07-15,3:22:00 PM,0,2.27,,ug/L,4.12,,,Fellows,Fellows 1,
CHL_A_COR,CHL770-24 ,,,770-24,096,EPI,2024-07-15,3:22:00 PM,0,2.27,,ug/L,4.14,,,Fellows,Fellows 1,
CHL_A_COR,CHL870-24 ,,,870-24,091,EPI,2024-07-15,5:54:00 PM,0,2.03,,ug/L,16.79,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL871-24 ,,,871-24,091,EPI,2024-07-15,5:54:00 PM,0,2.03,,ug/L,17.19,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL876-24 ,,,876-24,401,EPI,2024-07-15,12:00:00 AM,0,0.00,,ug/L,0.00,,,Field_Blank,Field Blank,Below detection limit
CHL_A_COR,CHL877-24 ,,,877-24,401,EPI,2024-07-15,12:00:00 AM,0,0.00,,ug/L,0.00,,,Field_Blank,Field Blank,Below detection limit
CHL_A_COR,CHL900-24 ,,,900-24,070,EPI,2024-07-16,7:35:00 AM,0,0.76,,ug/L,73.67,,,North,North 1,
CHL_A_COR,CHL901-24 ,,,901-24,070,EPI,2024-07-16,7:35:00 AM,0,0.76,,ug/L,75.80,,,North,North 1,
CHL_A_COR,CHL906-24 ,,,906-24,169,EPI,2024-07-16,10:46:00 AM,0,1.15,,ug/L,105.14,,,Gopher,Gopher 1,
CHL_A_COR,CHL907-24 ,,,907-24,169,EPI,2024-07-16,10:46:00 AM,0,1.15,,ug/L,114.32,,,Gopher,Gopher 1,
CHL_A_COR,CHL975-24 ,,,975-24,093,EPI,2024-07-16,12:20:00 PM,0,7.50,,ug/L,4.20,,,Stockton,Stockton 1,
CHL_A_COR,CHL976-24 ,,,976-24,093,EPI,2024-07-16,12:20:00 PM,0,7.50,,ug/L,4.17,,,Stockton,Stockton 1,
CHL_A_COR,CHL882-24 ,,,882-24,183,EPI,2024-07-16,1:08:00 PM,0,0.53,,ug/L,21.82,,,Hazel_Hill,Hazel Hill 1,
CHL_A_COR,CHL883-24 ,,,883-24,183,EPI,2024-07-16,1:08:00 PM,0,0.53,,ug/L,21.26,,,Hazel_Hill,Hazel Hill 1,
CHL_A_COR,CHL888-24 ,,,888-24,150,EPI,2024-07-16,2:50:00 PM,0,2.25,,ug/L,46.74,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL889-24 ,,,889-24,150,EPI,2024-07-16,2:50:00 PM,0,2.25,,ug/L,44.61,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL894-24 ,,,894-24,121,EPI,2024-07-16,4:25:00 PM,0,1.88,,ug/L,42.99,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL895-24 ,,,895-24,121,EPI,2024-07-16,4:25:00 PM,0,1.88,,ug/L,43.85,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL993-24 ,,,993-24,074,EPI,2024-07-17,7:50:00 AM,0,2.56,,ug/L,16.26,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL994-24 ,,,994-24,074,EPI,2024-07-17,7:50:00 AM,0,2.56,,ug/L,16.27,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL987-24 ,,,987-24,081,EPI,2024-07-17,9:43:00 AM,0,2.52,,ug/L,21.38,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL988-24 ,,,988-24,081,EPI,2024-07-17,9:43:00 AM,0,2.52,,ug/L,21.66,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL981-24 ,,,981-24,046,EPI,2024-07-17,10:07:00 AM,0,6.24,,ug/L,8.99,,,Thomas_Hill,Thomas Hill 1,
CHL_A_COR,CHL982-24 ,,,982-24,046,EPI,2024-07-17,10:07:00 AM,0,6.24,,ug/L,8.78,,,Thomas_Hill,Thomas Hill 1,
CHL_A_COR,CHL1011-24 ,,,1011-24,317,EPI,2024-07-17,10:47:00 AM,0,1.10,,ug/L,21.33,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL1012-24 ,,,1012-24,317,EPI,2024-07-17,10:47:00 AM,0,1.10,,ug/L,21.67,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL999-24 ,,,999-24,078,EPI,2024-07-17,12:03:00 PM,0,2.81,,ug/L,31.21,,,Hamilton_City,Hamilton City 1,
CHL_A_COR,CHL1000-24 ,,,1000-24,078,EPI,2024-07-17,12:03:00 PM,0,2.81,,ug/L,32.59,,,Hamilton_City,Hamilton City 1,
CHL_A_COR,CHL1017-24 ,,,1017-24,192,EPI,2024-07-17,2:14:00 PM,0,1.40,,ug/L,20.45,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL1018-24 ,,,1018-24,192,EPI,2024-07-17,2:14:00 PM,0,1.40,,ug/L,20.14,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL1005-24 ,,,1005-24,087,EPI,2024-07-17,3:25:00 PM,0,2.08,,ug/L,4.38,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL1006-24 ,,,1006-24,087,EPI,2024-07-17,3:25:00 PM,0,2.08,,ug/L,4.49,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL1023-24 ,,,1023-24,274,EPI,2024-07-18,10:46:00 AM,0,4.60,,ug/L,1.50,,,Alpine,Alpine 1,
CHL_A_COR,CHL1024-24 ,,,1024-24,274,EPI,2024-07-18,10:46:00 AM,0,4.60,,ug/L,1.63,,,Alpine,Alpine 1,
CHL_A_COR,CHL1035-24 ,,,1035-24,117,EPI,2024-07-19,9:33:00 AM,0,2.70,,ug/L,34.45,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL1036-24 ,,,1036-24,117,EPI,2024-07-19,9:33:00 AM,0,2.70,,ug/L,32.57,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL917-24 ,,,917-24,120,EPI,2024-07-19,11:30:00 AM,0,2.34,,ug/L,39.66,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL918-24 ,,,918-24,120,EPI,2024-07-19,11:30:00 AM,0,2.34,,ug/L,40.83,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL1029-24 ,,,1029-24,438,EPI,2024-07-19,11:48:00 AM,0,1.70,,ug/L,5.49,,,Bethel,Bethel 1,
CHL_A_COR,CHL1030-24 ,,,1030-24,438,EPI,2024-07-19,11:48:00 AM,0,1.70,,ug/L,5.39,,,Bethel,Bethel 1,
CHL_A_COR,CHL1092-24 ,,,1092-24,049,EPI,2024-07-22,9:47:00 AM,0,1.75,,ug/L,63.42,,,Macon,Macon 1,
CHL_A_COR,CHL1093-24 ,,,1093-24,049,EPI,2024-07-22,9:47:00 AM,0,1.75,,ug/L,65.28,,,Macon,Macon 1,
CHL_A_COR,CHL1080-24 ,,,1080-24,115,EPI,2024-07-22,11:10:00 AM,0,3.03,,ug/L,11.07,,,Hunnewell,Hunnewell 1,
