"parameterType","parameterType & Tube#","...3","...4","Tube/Filter#","MULakeNumber","Depth","Date","Time","beginDepth","endDepth","Replicate","unit","parameterValue","Rerun?","still too high?","waterBody","samplingSite","parameterValueQCCodeDesc"
"SECCHI",NA,NA,NA,NA,"078",NA,"2024-08-07","12:10:00 PM",NA,0,NA,"m","0.55",NA,NA,"Hamilton_City","Hamilton City 1",NA
"SECCHI",NA,NA,NA,NA,"078",NA,"2024-08-07","12:10:00 PM",NA,0,NA,"m","0.49",NA,NA,"Hamilton_City","Hamilton City 1",NA
"SECCHI",NA,NA,NA,NA,"078",NA,"2024-08-28","1:47:00 PM",NA,0,NA,"m","0.75",NA,NA,"Hamilton_City","Hamilton City 1",NA
"SECCHI",NA,NA,NA,NA,"078",NA,"2024-08-28","1:47:00 PM",NA,0,NA,"m","0.60",NA,NA,"Hamilton_City","Hamilton City 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-05-30","9:53:00 AM",NA,0,NA,"m","0.62",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-05-30","9:53:00 AM",NA,0,NA,"m","0.56",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-06-20","9:04:00 AM",NA,0,NA,"m","0.72",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-06-20","9:04:00 AM",NA,0,NA,"m","0.68",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-07-17","9:43:00 AM",NA,0,NA,"m","0.54",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-07-17","9:43:00 AM",NA,0,NA,"m","0.48",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-08-07","10:07:00 AM",NA,0,NA,"m","0.54",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"081",NA,"2024-08-07","10:07:00 AM",NA,0,NA,"m","0.48",NA,NA,"Pony_Express","Pony Express 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-05-30","1:57:00 PM",NA,0,NA,"m","0.76",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-05-30","1:57:00 PM",NA,0,NA,"m","0.70",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-06-20","3:12:00 PM",NA,0,NA,"m","0.82",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-06-20","3:12:00 PM",NA,0,NA,"m","0.71",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-07-17","3:25:00 PM",NA,0,NA,"m","0.90",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-07-17","3:25:00 PM",NA,0,NA,"m","0.83",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-08-07","3:07:00 PM",NA,0,NA,"m","1.17",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"087",NA,"2024-08-07","3:07:00 PM",NA,0,NA,"m","1.08",NA,NA,"Brookfield","Brookfield 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-05-15","12:43:00 PM",NA,0,NA,"m","0.77",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-05-15","12:43:00 PM",NA,0,NA,"m","0.64",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-06-28","11:10:00 AM",NA,0,NA,"m","0.94",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-06-28","11:10:00 AM",NA,0,NA,"m","0.78",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-07-22","11:31:00 AM",NA,0,NA,"m","0.84",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-07-22","11:31:00 AM",NA,0,NA,"m","0.65",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-08-13","10:26:00 AM",NA,0,NA,"m","0.74",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-08-13","10:26:00 AM",NA,0,NA,"m",NA,NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-09-10","4:48:00 PM",NA,0,NA,"m","0.76",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"088",NA,"2024-09-10","4:48:00 PM",NA,0,NA,"m","0.72",NA,NA,"Marceline_South","Marceline (South) 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-07-10","4:43:00 PM",NA,0,NA,"m","0.92",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-07-10","4:43:00 PM",NA,0,NA,"m","0.70",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-07-30","2:28:00 PM",NA,0,NA,"m","1.10",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-07-30","2:28:00 PM",NA,0,NA,"m","1.07",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-08","10:43:00 AM",NA,0,NA,"m","1.09",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-08","10:43:00 AM",NA,0,NA,"m","1.02",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-21","12:44:00 PM",NA,0,NA,"m","1.15",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-21","12:44:00 PM",NA,0,NA,"m","1.05",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-27","5:50:00 PM",NA,0,NA,"m","0.98",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-08-27","5:50:00 PM",NA,0,NA,"m","0.88",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-09-11","12:18:00 PM",NA,0,NA,"m","0.90",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"089",NA,"2024-09-11","12:18:00 PM",NA,0,NA,"m","0.78",NA,NA,"Truman","Truman 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-05-28","6:07:00 PM",NA,0,NA,"m","0.39",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-05-28","6:07:00 PM",NA,0,NA,"m","0.36",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-06-18","5:33:00 PM",NA,0,NA,"m","0.51",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-06-18","5:33:00 PM",NA,0,NA,"m","0.45",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-07-15","5:54:00 PM",NA,0,NA,"m","0.49",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-07-15","5:54:00 PM",NA,0,NA,"m","0.42",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-08-05","5:39:00 PM",NA,0,NA,"m","0.45",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"091",NA,"2024-08-05","5:39:00 PM",NA,0,NA,"m","0.40",NA,NA,"Atkinson","Atkinson 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-05-28","12:47:00 PM",NA,0,NA,"m","1.40",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-05-28","12:47:00 PM",NA,0,NA,"m","1.28",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-06-27","10:50:00 AM",NA,0,NA,"m","1.40",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-06-27","10:50:00 AM",NA,0,NA,"m","1.20",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-07-15","12:52:00 PM",NA,0,NA,"m","1.19",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-07-15","12:52:00 PM",NA,0,NA,"m","1.03",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-08-05","12:29:00 PM",NA,0,NA,"m","1.08",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"092",NA,"2024-08-05","12:29:00 PM",NA,0,NA,"m","0.97",NA,NA,"Pomme_De_Terre","Pomme de Terre 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-07-16","12:20:00 PM",NA,0,NA,"m","2.40",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-07-16","12:20:00 PM",NA,0,NA,"m","2.28",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-08-07","1:34:00 PM",NA,0,NA,"m","1.60",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-08-07","1:34:00 PM",NA,0,NA,"m","1.55",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-08-27","2:37:00 PM",NA,0,NA,"m","1.35",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-08-27","2:37:00 PM",NA,0,NA,"m","1.28",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-09-03","2:35:00 PM",NA,0,NA,"m","1.95",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"093",NA,"2024-09-03","2:35:00 PM",NA,0,NA,"m","1.84",NA,NA,"Stockton","Stockton 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-05-28","3:12:00 PM",NA,0,NA,"m","1.51",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-05-28","3:12:00 PM",NA,0,NA,"m","1.38",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-06-18","3:04:00 PM",NA,0,NA,"m","1.10",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-06-18","3:04:00 PM",NA,0,NA,"m","0.97",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-07-15","3:22:00 PM",NA,0,NA,"m","1.31",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-07-15","3:22:00 PM",NA,0,NA,"m","1.16",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-08-05","2:57:00 PM",NA,0,NA,"m","1.47",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"096",NA,"2024-08-05","2:57:00 PM",NA,0,NA,"m","1.34",NA,NA,"Fellows","Fellows 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-05-23","1:51:00 PM",NA,0,NA,"m","2.04",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-05-23","1:51:00 PM",NA,0,NA,"m","1.68",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-06-27","6:50:00 AM",NA,0,NA,"m","3.00",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-06-27","6:50:00 AM",NA,0,NA,"m","2.70",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-06-27","7:45:00 AM",NA,0,NA,"m","2.90",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-06-27","7:45:00 AM",NA,0,NA,"m","2.78",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-07-24","12:58:00 PM",NA,0,NA,"m","1.85",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-07-24","12:58:00 PM",NA,0,NA,"m","1.49",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-09-24","9:54:00 AM",NA,0,NA,"m","1.70",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"098",NA,"2024-09-24","9:54:00 AM",NA,0,NA,"m","1.20",NA,NA,"Table_Rock","Table Rock 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-06-07","6:34:00 PM",NA,0,NA,"m","1.50",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-06-07","6:34:00 PM",NA,0,NA,"m","1.41",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-06-26","4:07:00 PM",NA,0,NA,"m","1.14",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-06-26","4:07:00 PM",NA,0,NA,"m","1.04",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-07-24","3:39:00 PM",NA,0,NA,"m","1.80",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-07-24","3:39:00 PM",NA,0,NA,"m","1.69",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-08-14","3:17:00 PM",NA,0,NA,"m","1.92",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"110",NA,"2024-08-14","3:17:00 PM",NA,0,NA,"m","1.82",NA,NA,"Little_Prairie","Little Prairie 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-06-06","2:41:00 PM",NA,0,NA,"m","3.08",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-06-06","2:41:00 PM",NA,0,NA,"m","2.88",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-06-25","2:57:00 PM",NA,0,NA,"m","3.80",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-06-25","2:57:00 PM",NA,0,NA,"m","3.74",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-07-23","2:27:00 PM",NA,0,NA,"m","4.64",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-07-23","2:27:00 PM",NA,0,NA,"m","4.50",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-08-13","1:18:00 PM",NA,0,NA,"m","4.36",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-08-13","1:18:00 PM",NA,0,NA,"m","4.23",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-09-05","2:40:00 PM",NA,0,NA,"m","5.65",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"112",NA,"2024-09-05","2:40:00 PM",NA,0,NA,"m","5.48",NA,NA,"Shayne","Shayne 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-05-22","2:52:00 PM",NA,0,NA,"m","0.66",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-05-22","2:52:00 PM",NA,0,NA,"m","0.57",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-06-12","2:19:00 PM",NA,0,NA,"m","0.70",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-06-12","2:19:00 PM",NA,0,NA,"m","0.61",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-07-10","2:45:00 PM",NA,0,NA,"m","0.66",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-07-10","2:45:00 PM",NA,0,NA,"m","0.57",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-07-31","1:35:00 PM",NA,0,NA,"m","0.52",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"114",NA,"2024-07-31","1:35:00 PM",NA,0,NA,"m","0.45",NA,NA,"Henry_Sever","Henry Sever 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-06-05","11:54:00 AM",NA,0,NA,"m","1.27",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-06-05","11:54:00 AM",NA,0,NA,"m","1.18",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-06-24","11:15:00 AM",NA,0,NA,"m","1.18",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-06-24","11:15:00 AM",NA,0,NA,"m","1.06",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-07-22","11:10:00 AM",NA,0,NA,"m","1.07",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-07-22","11:10:00 AM",NA,0,NA,"m","1.00",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-08-12","9:32:00 AM",NA,0,NA,"m","0.82",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"115",NA,"2024-08-12","9:32:00 AM",NA,0,NA,"m","0.72",NA,NA,"Hunnewell","Hunnewell 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-06-07","2:12:00 PM",NA,0,NA,"m","0.95",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-06-07","2:12:00 PM",NA,0,NA,"m","0.91",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-06-27","5:26:00 PM",NA,0,NA,"m","0.65",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-06-27","5:26:00 PM",NA,0,NA,"m","0.60",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-07-19","9:33:00 AM",NA,0,NA,"m","0.58",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-07-19","9:33:00 AM",NA,0,NA,"m","0.44",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-08-02","10:24:00 AM",NA,0,NA,"m","0.46",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"117",NA,"2024-08-02","10:24:00 AM",NA,0,NA,"m","0.42",NA,NA,"Little_Dixie","Little Dixie 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-05-29","9:15:00 AM",NA,0,NA,"m","1.12",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-05-29","9:15:00 AM",NA,0,NA,"m","1.05",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-06-21","11:10:00 AM",NA,0,NA,"m","0.88",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-06-21","11:10:00 AM",NA,0,NA,"m","0.76",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-07-19","11:30:00 AM",NA,0,NA,"m","0.50",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-07-19","11:30:00 AM",NA,0,NA,"m","0.48",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-08-06","9:26:00 AM",NA,0,NA,"m","0.67",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"120",NA,"2024-08-06","9:26:00 AM",NA,0,NA,"m","0.61",NA,NA,"Winnebago","Winnebago 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-05-29","3:17:00 PM",NA,0,NA,"m","0.61",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-05-29","3:17:00 PM",NA,0,NA,"m","0.56",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-06-19","1:46:00 PM",NA,0,NA,"m","0.47",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-06-19","1:46:00 PM",NA,0,NA,"m","0.43",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-07-16","4:25:00 PM",NA,0,NA,"m","0.40",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-07-16","4:25:00 PM",NA,0,NA,"m","0.35",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-08-06","3:28:00 PM",NA,0,NA,"m","0.56",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"121",NA,"2024-08-06","3:28:00 PM",NA,0,NA,"m","0.49",NA,NA,"Higginsville","Higginsville 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-05-22","7:36:00 AM",NA,0,NA,"m","1.01",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-05-22","7:36:00 AM",NA,0,NA,"m","0.97",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-06-12","7:19:00 AM",NA,0,NA,"m","1.11",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-06-12","7:19:00 AM",NA,0,NA,"m","1.03",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-07-10","7:30:00 AM",NA,0,NA,"m","1.37",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-07-10","7:30:00 AM",NA,0,NA,"m","1.31",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-07-30","2:52:00 PM",NA,0,NA,"m","0.95",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"133",NA,"2024-07-30","2:52:00 PM",NA,0,NA,"m","0.86",NA,NA,"Forest","Forest 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-05-23","11:30:00 AM",NA,0,NA,"m","0.67",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-05-23","11:30:00 AM",NA,0,NA,"m","0.60",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-06-10","12:37:00 PM",NA,0,NA,"m","0.32",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-06-10","12:37:00 PM",NA,0,NA,"m","0.27",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-07-08","11:20:00 AM",NA,0,NA,"m","0.40",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-07-08","11:20:00 AM",NA,0,NA,"m","0.34",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-07-29","11:45:00 AM",NA,0,NA,"m","0.50",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"134",NA,"2024-07-29","11:45:00 AM",NA,0,NA,"m","0.44",NA,NA,"Jamesport_City","Jamesport City 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-05-15","12:20:00 PM",NA,0,NA,"m","0.33",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-05-15","12:20:00 PM",NA,0,NA,"m","0.26",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-06-14","11:52:00 AM",NA,0,NA,"m","0.85",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-06-14","11:52:00 AM",NA,0,NA,"m","0.77",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-07-11","11:34:00 AM",NA,0,NA,"m","0.48",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-07-11","11:34:00 AM",NA,0,NA,"m","0.44",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-08-01","3:20:00 PM",NA,0,NA,"m","0.34",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"139",NA,"2024-08-01","3:20:00 PM",NA,0,NA,"m","0.26",NA,NA,"Marceline_North","Marceline (North) 1",NA
"SECCHI",NA,NA,NA,NA,"145",NA,"2024-07-15","11:40:00 AM",NA,0,NA,"m","1.45",NA,NA,"Mark_Twain","Mark Twain 1",NA
"SECCHI",NA,NA,NA,NA,"145",NA,"2024-07-15","11:40:00 AM",NA,0,NA,"m","1.23",NA,NA,"Mark_Twain","Mark Twain 1",NA
"SECCHI",NA,NA,NA,NA,"145",NA,"2024-08-08","11:50:00 AM",NA,0,NA,"m","0.92",NA,NA,"Mark_Twain","Mark Twain 1",NA
