parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc
SECCHI,,,,,114,,2024-07-10,2:45:00 PM,,,,m,0.66,,,Henry_Sever,Henry Sever 1,
SECCHI,,,,,114,,2024-07-10,2:45:00 PM,,,,m,0.57,,,Henry_Sever,Henry Sever 1,
SECCHI,,,,,114,,2024-07-31,1:35:00 PM,,,,m,0.52,,,Henry_Sever,Henry Sever 1,
SECCHI,,,,,114,,2024-07-31,1:35:00 PM,,,,m,0.45,,,Henry_Sever,Henry Sever 1,
SECCHI,,,,,115,,2024-06-05,11:54:00 AM,,,,m,1.27,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-06-05,11:54:00 AM,,,,m,1.18,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-06-24,11:15:00 AM,,,,m,1.18,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-06-24,11:15:00 AM,,,,m,1.06,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-07-22,11:10:00 AM,,,,m,1.07,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-07-22,11:10:00 AM,,,,m,1.00,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-08-12,9:32:00 AM,,,,m,0.82,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,115,,2024-08-12,9:32:00 AM,,,,m,0.72,,,Hunnewell,Hunnewell 1,
SECCHI,,,,,117,,2024-06-07,2:12:00 PM,,,,m,0.95,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-06-07,2:12:00 PM,,,,m,0.91,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-06-27,5:26:00 PM,,,,m,0.65,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-06-27,5:26:00 PM,,,,m,0.60,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-07-19,9:33:00 AM,,,,m,0.58,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-07-19,9:33:00 AM,,,,m,0.44,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-08-02,10:24:00 AM,,,,m,0.46,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,117,,2024-08-02,10:24:00 AM,,,,m,0.42,,,Little_Dixie,Little Dixie 1,
SECCHI,,,,,120,,2024-05-29,9:15:00 AM,,,,m,1.12,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-05-29,9:15:00 AM,,,,m,1.05,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-06-21,11:10:00 AM,,,,m,0.88,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-06-21,11:10:00 AM,,,,m,0.76,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-07-19,11:30:00 AM,,,,m,0.50,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-07-19,11:30:00 AM,,,,m,0.48,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-08-06,9:26:00 AM,,,,m,0.67,,,Winnebago,Winnebago 1,
SECCHI,,,,,120,,2024-08-06,9:26:00 AM,,,,m,0.61,,,Winnebago,Winnebago 1,
SECCHI,,,,,121,,2024-05-29,3:17:00 PM,,,,m,0.61,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-05-29,3:17:00 PM,,,,m,0.56,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-06-19,1:46:00 PM,,,,m,0.47,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-06-19,1:46:00 PM,,,,m,0.43,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-07-16,4:25:00 PM,,,,m,0.40,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-07-16,4:25:00 PM,,,,m,0.35,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-08-06,3:28:00 PM,,,,m,0.56,,,Higginsville,Higginsville 1,
SECCHI,,,,,121,,2024-08-06,3:28:00 PM,,,,m,0.49,,,Higginsville,Higginsville 1,
SECCHI,,,,,133,,2024-05-22,7:36:00 AM,,,,m,1.01,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-05-22,7:36:00 AM,,,,m,0.97,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-06-12,7:19:00 AM,,,,m,1.11,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-06-12,7:19:00 AM,,,,m,1.03,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-07-10,7:30:00 AM,,,,m,1.37,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-07-10,7:30:00 AM,,,,m,1.31,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-07-30,2:52:00 PM,,,,m,0.95,,,Forest,Forest 1,
SECCHI,,,,,133,,2024-07-30,2:52:00 PM,,,,m,0.86,,,Forest,Forest 1,
SECCHI,,,,,134,,2024-05-23,11:30:00 AM,,,,m,0.67,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-05-23,11:30:00 AM,,,,m,0.60,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-06-10,12:37:00 PM,,,,m,0.32,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-06-10,12:37:00 PM,,,,m,0.27,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-07-08,11:20:00 AM,,,,m,0.40,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-07-08,11:20:00 AM,,,,m,0.34,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-07-29,11:45:00 AM,,,,m,0.50,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,134,,2024-07-29,11:45:00 AM,,,,m,0.44,,,Jamesport_City,Jamesport City 1,
SECCHI,,,,,139,,2024-05-15,12:20:00 PM,,,,m,0.33,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-05-15,12:20:00 PM,,,,m,0.26,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-06-14,11:52:00 AM,,,,m,0.85,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-06-14,11:52:00 AM,,,,m,0.77,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-07-11,11:34:00 AM,,,,m,0.48,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-07-11,11:34:00 AM,,,,m,0.44,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-08-01,3:20:00 PM,,,,m,0.34,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,139,,2024-08-01,3:20:00 PM,,,,m,0.26,,,Marceline_North,Marceline (North) 1,
SECCHI,,,,,145,,2024-07-15,11:40:00 AM,,,,m,1.45,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-07-15,11:40:00 AM,,,,m,1.23,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-08,11:50:00 AM,,,,m,0.92,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-08,11:50:00 AM,,,,m,0.87,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-23,2:07:00 PM,,,,m,1.08,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-23,2:07:00 PM,,,,m,1.04,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-29,12:30:00 PM,,,,m,1.30,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,145,,2024-08-29,12:30:00 PM,,,,m,1.05,,,Mark_Twain,Mark Twain 1,
SECCHI,,,,,149,,2024-07-10,10:43:00 AM,,,,m,1.35,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-07-10,10:43:00 AM,,,,m,1.10,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-07-30,11:00:00 AM,,,,m,1.44,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-07-30,11:00:00 AM,,,,m,1.40,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-08-14,12:44:00 PM,,,,m,1.62,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-08-14,12:44:00 PM,,,,m,1.55,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-09-25,9:49:00 AM,,,,m,NA,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,149,,2024-09-25,9:49:00 AM,,,,m,NA,,,Lake_of_the_Ozarks,Lake of the Ozarks 1,
SECCHI,,,,,150,,2024-05-29,1:44:00 PM,,,,m,0.83,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-05-29,1:44:00 PM,,,,m,0.78,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-06-19,12:23:00 PM,,,,m,0.72,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-06-19,12:23:00 PM,,,,m,0.67,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-07-16,2:50:00 PM,,,,m,0.64,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-07-16,2:50:00 PM,,,,m,0.59,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-08-06,2:05:00 PM,,,,m,0.66,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,150,,2024-08-06,2:05:00 PM,,,,m,0.57,,,Blind_Pony,Blind Pony 1,
SECCHI,,,,,163,,2024-05-20,1:58:00 PM,,,,m,0.29,,,King,King 1,
SECCHI,,,,,163,,2024-05-20,1:58:00 PM,,,,m,0.24,,,King,King 1,
SECCHI,,,,,163,,2024-06-10,2:53:00 PM,,,,m,0.27,,,King,King 1,
SECCHI,,,,,163,,2024-06-10,2:53:00 PM,,,,m,0.24,,,King,King 1,
SECCHI,,,,,163,,2024-07-08,1:35:00 PM,,,,m,0.25,,,King,King 1,
SECCHI,,,,,163,,2024-07-08,1:35:00 PM,,,,m,0.20,,,King,King 1,
SECCHI,,,,,163,,2024-07-29,2:06:00 PM,,,,m,0.23,,,King,King 1,
SECCHI,,,,,163,,2024-07-29,2:06:00 PM,,,,m,0.19,,,King,King 1,
SECCHI,,,,,164,,2024-05-21,1:17:00 PM,,,,m,0.66,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-05-21,1:17:00 PM,,,,m,0.59,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-06-11,1:26:00 PM,,,,m,0.78,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-06-11,1:26:00 PM,,,,m,0.72,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-07-09,12:39:00 PM,,,,m,0.50,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-07-09,12:39:00 PM,,,,m,0.41,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-07-30,12:31:00 PM,,,,m,0.56,,,Elmwood,Elmwood 1,
SECCHI,,,,,164,,2024-07-30,12:31:00 PM,,,,m,0.48,,,Elmwood,Elmwood 1,
SECCHI,,,,,169,,2024-05-29,10:34:00 AM,,,,m,0.51,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-05-29,10:34:00 AM,,,,m,0.42,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-06-19,8:54:00 AM,,,,m,0.36,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-06-19,8:54:00 AM,,,,m,0.30,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-07-16,10:46:00 AM,,,,m,0.36,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-07-16,10:46:00 AM,,,,m,0.32,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-08-06,10:48:00 AM,,,,m,0.32,,,Gopher,Gopher 1,
SECCHI,,,,,169,,2024-08-06,10:48:00 AM,,,,m,0.27,,,Gopher,Gopher 1,
SECCHI,,,,,179,,2024-05-21,6:55:00 AM,,,,m,1.15,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-05-21,6:55:00 AM,,,,m,1.00,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-06-11,7:55:00 AM,,,,m,0.77,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-06-11,7:55:00 AM,,,,m,0.71,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-07-09,6:55:00 AM,,,,m,0.63,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-07-09,6:55:00 AM,,,,m,0.57,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-07-30,6:48:00 AM,,,,m,0.80,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,179,,2024-07-30,6:48:00 AM,,,,m,0.70,,,Nodaway_County,Nodaway County 1,
SECCHI,,,,,180,,2024-05-20,5:50:00 PM,,,,m,0.80,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-05-20,5:50:00 PM,,,,m,0.75,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-06-10,6:52:00 PM,,,,m,0.62,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-06-10,6:52:00 PM,,,,m,0.56,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-07-08,5:07:00 PM,,,,m,0.53,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-07-08,5:07:00 PM,,,,m,0.46,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-07-29,5:43:00 PM,,,,m,0.53,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,180,,2024-07-29,5:43:00 PM,,,,m,0.49,,,Bilby_Ranch,Bilby Ranch 1,
SECCHI,,,,,181,,2024-05-21,8:36:00 AM,,,,m,1.04,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-05-21,8:36:00 AM,,,,m,0.96,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-06-11,9:03:00 AM,,,,m,1.03,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-06-11,9:03:00 AM,,,,m,0.90,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-07-09,8:05:00 AM,,,,m,1.08,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-07-09,8:05:00 AM,,,,m,1.00,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-07-30,7:53:00 AM,,,,m,1.39,,,Mozingo,Mozingo 1,
SECCHI,,,,,181,,2024-07-30,7:53:00 AM,,,,m,1.31,,,Mozingo,Mozingo 1,
SECCHI,,,,,182,,2024-05-22,11:15:00 AM,,,,m,1.48,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-05-22,11:15:00 AM,,,,m,1.36,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-06-12,10:42:00 AM,,,,m,2.80,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-06-12,10:42:00 AM,,,,m,2.72,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-07-10,11:19:00 AM,,,,m,1.20,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-07-10,11:19:00 AM,,,,m,1.10,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-07-31,10:12:00 AM,,,,m,1.13,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,182,,2024-07-31,10:12:00 AM,,,,m,1.01,,,Fox_Valley,Fox Valley 1,
SECCHI,,,,,183,,2024-05-29,11:57:00 AM,,,,m,0.80,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-05-29,11:57:00 AM,,,,m,0.70,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-06-19,10:40:00 AM,,,,m,0.81,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-06-19,10:40:00 AM,,,,m,0.74,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-07-16,1:08:00 PM,,,,m,0.69,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-07-16,1:08:00 PM,,,,m,0.62,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-08-06,12:22:00 PM,,,,m,0.68,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,183,,2024-08-06,12:22:00 PM,,,,m,0.61,,,Hazel_Hill,Hazel Hill 1,
SECCHI,,,,,184,,2024-05-28,10:15:00 AM,,,,m,0.97,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-05-28,10:15:00 AM,,,,m,0.87,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-06-18,10:22:00 AM,,,,m,0.57,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-06-18,10:22:00 AM,,,,m,0.49,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-07-15,10:12:00 AM,,,,m,0.55,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-07-15,10:12:00 AM,,,,m,0.47,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-08-05,10:04:00 AM,,,,m,0.50,,,Manito,Manito 1,
SECCHI,,,,,184,,2024-08-05,10:04:00 AM,,,,m,0.45,,,Manito,Manito 1,
SECCHI,,,,,185,,2024-05-21,10:45:00 AM,,,,m,0.30,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-05-21,10:45:00 AM,,,,m,0.26,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-06-11,11:05:00 AM,,,,m,0.40,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-06-11,11:05:00 AM,,,,m,0.33,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-07-09,10:15:00 AM,,,,m,0.50,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-07-09,10:15:00 AM,,,,m,0.45,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-07-30,10:03:00 AM,,,,m,0.45,,,Harrison_County,Harrison County 1,
SECCHI,,,,,185,,2024-07-30,10:03:00 AM,,,,m,0.39,,,Harrison_County,Harrison County 1,
SECCHI,,,,,186,,2024-06-06,4:30:00 PM,,,,m,0.47,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-06-06,4:30:00 PM,,,,m,0.38,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-06-25,4:21:00 PM,,,,m,0.37,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-06-25,4:21:00 PM,,,,m,0.25,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-07-23,4:03:00 PM,,,,m,0.21,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-07-23,4:03:00 PM,,,,m,0.18,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-08-13,2:31:00 PM,,,,m,0.39,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,186,,2024-08-13,2:31:00 PM,,,,m,0.34,,,Carl_DiSalvo,Carl DiSalvo 1,
SECCHI,,,,,192,,2024-05-30,12:45:00 PM,,,,m,1.19,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-05-30,12:45:00 PM,,,,m,1.13,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-06-20,2:02:00 PM,,,,m,1.10,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-06-20,2:02:00 PM,,,,m,1.02,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-07-17,2:14:00 PM,,,,m,0.68,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-07-17,2:14:00 PM,,,,m,0.61,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-08-07,1:55:00 PM,,,,m,0.70,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,192,,2024-08-07,1:55:00 PM,,,,m,0.66,,,Jo_Shelby,Jo Shelby 1,
SECCHI,,,,,195,,2024-05-20,2:56:00 PM,,,,m,0.72,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-05-20,2:56:00 PM,,,,m,0.68,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-06-10,3:57:00 PM,,,,m,0.38,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-06-10,3:57:00 PM,,,,m,0.34,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-07-08,2:29:00 PM,,,,m,0.42,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-07-08,2:29:00 PM,,,,m,0.37,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-07-29,3:07:00 PM,,,,m,0.25,,,Limpp,Limpp 1,
SECCHI,,,,,195,,2024-07-29,3:07:00 PM,,,,m,0.21,,,Limpp,Limpp 1,
SECCHI,,,,,197,,2024-06-05,6:21:00 PM,,,,m,0.56,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-06-05,6:21:00 PM,,,,m,0.46,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-06-24,5:55:00 PM,,,,m,0.67,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-06-24,5:55:00 PM,,,,m,0.57,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-07-22,5:07:00 PM,,,,m,0.50,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-07-22,5:07:00 PM,,,,m,0.42,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-08-12,3:11:00 PM,,,,m,0.58,,,Prairie,Prairie 1,
SECCHI,,,,,197,,2024-08-12,3:11:00 PM,,,,m,0.52,,,Prairie,Prairie 1,
SECCHI,,,,,219,,2024-06-12,10:21:00 AM,,,,m,0.89,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-06-12,10:21:00 AM,,,,m,0.75,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-07-12,9:58:00 AM,,,,m,0.72,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-07-12,9:58:00 AM,,,,m,0.55,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-07-29,11:11:00 AM,,,,m,0.57,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-07-29,11:11:00 AM,,,,m,0.49,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-08-12,10:05:00 AM,,,,m,0.56,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-08-12,10:05:00 AM,,,,m,0.53,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-09-06,12:44:00 PM,,,,m,0.78,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,219,,2024-09-06,12:44:00 PM,,,,m,0.74,,,Dairy_1,Dairy 1 1,
SECCHI,,,,,224,,2024-05-20,3:57:00 PM,,,,m,1.44,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-05-20,3:57:00 PM,,,,m,1.29,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-06-10,5:02:00 PM,,,,m,0.84,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-06-10,5:02:00 PM,,,,m,0.70,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-07-08,3:24:00 PM,,,,m,0.73,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-07-08,3:24:00 PM,,,,m,0.66,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-07-29,4:05:00 PM,,,,m,0.79,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,224,,2024-07-29,4:05:00 PM,,,,m,0.66,,,Happy_Holler,Happy Holler 1,
SECCHI,,,,,228,,2024-05-20,12:15:00 PM,,,,m,0.56,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-05-20,12:15:00 PM,,,,m,0.46,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-06-10,1:17:00 PM,,,,m,0.31,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-06-10,1:17:00 PM,,,,m,0.25,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-07-08,12:02:00 PM,,,,m,0.28,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-07-08,12:02:00 PM,,,,m,0.23,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-07-29,12:26:00 PM,,,,m,0.29,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,228,,2024-07-29,12:26:00 PM,,,,m,0.23,,,Jamesport_Community,Jamesport Community 1,
SECCHI,,,,,237,,2024-05-21,2:04:00 PM,,,,m,1.13,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-05-21,2:04:00 PM,,,,m,1.05,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-06-11,2:18:00 PM,,,,m,1.04,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-06-11,2:18:00 PM,,,,m,0.97,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-07-09,1:30:00 PM,,,,m,0.67,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-07-09,1:30:00 PM,,,,m,0.61,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-07-30,1:17:00 PM,,,,m,0.97,,,Milan_North,Milan (North) 1,
SECCHI,,,,,237,,2024-07-30,1:17:00 PM,,,,m,0.91,,,Milan_North,Milan (North) 1,
SECCHI,,,,,272,,2024-06-05,1:39:00 PM,,,,m,0.28,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-06-05,1:39:00 PM,,,,m,0.24,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-06-24,12:54:00 PM,,,,m,0.26,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-06-24,12:54:00 PM,,,,m,0.19,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-07-22,12:35:00 PM,,,,m,0.21,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-07-22,12:35:00 PM,,,,m,0.16,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-08-12,10:54:00 AM,,,,m,0.21,,,Perry,Perry 1,
SECCHI,,,,,272,,2024-08-12,10:54:00 AM,,,,m,0.18,,,Perry,Perry 1,
SECCHI,,,,,274,,2024-06-07,10:55:00 AM,,,,m,4.12,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-06-07,10:55:00 AM,,,,m,3.65,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-06-27,3:13:00 PM,,,,m,3.90,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-06-27,3:13:00 PM,,,,m,3.60,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-07-18,10:46:00 AM,,,,m,2.40,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-07-18,10:46:00 AM,,,,m,2.22,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-07-31,3:12:00 PM,,,,m,3.27,,,Alpine,Alpine 1,
